Year,Year ending,Sex,Age Group,Offence Division,Offence Subdivision,Victim Reports
2023,September,Female,<18 years,A Crimes against the person,A20 Assault and related offences,"2,809"
2023,September,Female,<18 years,A Crimes against the person,A30 Sexual offences,"2,964"
2023,September,Female,<18 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",292
2023,September,Female,<18 years,A Crimes against the person,Other crimes against the person,364
2023,September,Female,<18 years,B Property and deception offences,B10 Arson & B20 Property damage,108
2023,September,Female,<18 years,B Property and deception offences,B30 Burglary/Break and enter,70
2023,September,Female,<18 years,B Property and deception offences,B40 Theft,503
2023,September,Female,<18 years,B Property and deception offences,B50 Deception,53
2023,September,Female,18-44 years,A Crimes against the person,A20 Assault and related offences,"3,096"
2023,September,Female,18-44 years,A Crimes against the person,A30 Sexual offences,"1,451"
2023,September,Female,18-44 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",687
2023,September,Female,18-44 years,A Crimes against the person,Other crimes against the person,356
2023,September,Female,18-44 years,B Property and deception offences,B10 Arson & B20 Property damage,"1,261"
2023,September,Female,18-44 years,B Property and deception offences,B30 Burglary/Break and enter,777
2023,September,Female,18-44 years,B Property and deception offences,B40 Theft,"4,158"
2023,September,Female,18-44 years,B Property and deception offences,B50 Deception,564
2023,September,Female,18-44 years,A Crimes against the person,A20 Assault and related offences,"5,927"
2023,September,Female,18-44 years,A Crimes against the person,A30 Sexual offences,"1,435"
2023,September,Female,18-44 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour","1,248"
2023,September,Female,18-44 years,A Crimes against the person,Other crimes against the person,504
2023,September,Female,18-44 years,B Property and deception offences,B10 Arson & B20 Property damage,"2,774"
2023,September,Female,18-44 years,B Property and deception offences,B30 Burglary/Break and enter,"2,088"
2023,September,Female,18-44 years,B Property and deception offences,B40 Theft,"8,730"
2023,September,Female,18-44 years,B Property and deception offences,B50 Deception,984
2023,September,Female,18-44 years,A Crimes against the person,A20 Assault and related offences,"4,761"
2023,September,Female,18-44 years,A Crimes against the person,A30 Sexual offences,872
2023,September,Female,18-44 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour","1,219"
2023,September,Female,18-44 years,A Crimes against the person,Other crimes against the person,362
2023,September,Female,18-44 years,B Property and deception offences,B10 Arson & B20 Property damage,"2,837"
2023,September,Female,18-44 years,B Property and deception offences,B30 Burglary/Break and enter,"2,072"
2023,September,Female,18-44 years,B Property and deception offences,B40 Theft,"6,919"
2023,September,Female,18-44 years,B Property and deception offences,B50 Deception,824
2023,September,Female,>45 years,A Crimes against the person,A20 Assault and related offences,"3,166"
2023,September,Female,>45 years,A Crimes against the person,A30 Sexual offences,530
2023,September,Female,>45 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",796
2023,September,Female,>45 years,A Crimes against the person,Other crimes against the person,236
2023,September,Female,>45 years,B Property and deception offences,B10 Arson & B20 Property damage,"2,581"
2023,September,Female,>45 years,B Property and deception offences,B30 Burglary/Break and enter,"1,862"
2023,September,Female,>45 years,B Property and deception offences,B40 Theft,"5,609"
2023,September,Female,>45 years,B Property and deception offences,B50 Deception,672
2023,September,Female,>45 years,A Crimes against the person,A20 Assault and related offences,"1,453"
2023,September,Female,>45 years,A Crimes against the person,A30 Sexual offences,241
2023,September,Female,>45 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",324
2023,September,Female,>45 years,A Crimes against the person,Other crimes against the person,109
2023,September,Female,>45 years,B Property and deception offences,B10 Arson & B20 Property damage,"1,622"
2023,September,Female,>45 years,B Property and deception offences,B30 Burglary/Break and enter,"1,390"
2023,September,Female,>45 years,B Property and deception offences,B40 Theft,"3,712"
2023,September,Female,>45 years,B Property and deception offences,B50 Deception,529
2023,September,Female,>45 years,A Crimes against the person,A20 Assault and related offences,607
2023,September,Female,>45 years,A Crimes against the person,A30 Sexual offences,78
2023,September,Female,>45 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",142
2023,September,Female,>45 years,A Crimes against the person,Other crimes against the person,56
2023,September,Female,>45 years,B Property and deception offences,B10 Arson & B20 Property damage,824
2023,September,Female,>45 years,B Property and deception offences,B30 Burglary/Break and enter,902
2023,September,Female,>45 years,B Property and deception offences,B40 Theft,"2,093"
2023,September,Female,>45 years,B Property and deception offences,B50 Deception,435
2023,September,Female,>45 years,A Crimes against the person,A20 Assault and related offences,322
2023,September,Female,>45 years,A Crimes against the person,A30 Sexual offences,75
2023,September,Female,>45 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",62
2023,September,Female,>45 years,A Crimes against the person,Other crimes against the person,35
2023,September,Female,>45 years,B Property and deception offences,B10 Arson & B20 Property damage,445
2023,September,Female,>45 years,B Property and deception offences,B30 Burglary/Break and enter,709
2023,September,Female,>45 years,B Property and deception offences,B40 Theft,"1,229"
2023,September,Female,>45 years,B Property and deception offences,B50 Deception,295
2023,September,Male,<18 years,A Crimes against the person,A20 Assault and related offences,"3,312"
2023,September,Male,<18 years,A Crimes against the person,A30 Sexual offences,615
2023,September,Male,<18 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",169
2023,September,Male,<18 years,A Crimes against the person,Other crimes against the person,"1,362"
2023,September,Male,<18 years,B Property and deception offences,B10 Arson & B20 Property damage,89
2023,September,Male,<18 years,B Property and deception offences,B30 Burglary/Break and enter,82
2023,September,Male,<18 years,B Property and deception offences,B40 Theft,"1,400"
2023,September,Male,<18 years,B Property and deception offences,B50 Deception,95
2023,September,Male,18-44 years,A Crimes against the person,A20 Assault and related offences,"2,938"
2023,September,Male,18-44 years,A Crimes against the person,A30 Sexual offences,246
2023,September,Male,18-44 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",233
2023,September,Male,18-44 years,A Crimes against the person,Other crimes against the person,887
2023,September,Male,18-44 years,B Property and deception offences,B10 Arson & B20 Property damage,"1,014"
2023,September,Male,18-44 years,B Property and deception offences,B30 Burglary/Break and enter,768
2023,September,Male,18-44 years,B Property and deception offences,B40 Theft,"7,039"
2023,September,Male,18-44 years,B Property and deception offences,B50 Deception,722
2023,September,Male,18-44 years,A Crimes against the person,A20 Assault and related offences,"5,205"
2023,September,Male,18-44 years,A Crimes against the person,A30 Sexual offences,197
2023,September,Male,18-44 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",478
2023,September,Male,18-44 years,A Crimes against the person,Other crimes against the person,808
2023,September,Male,18-44 years,B Property and deception offences,B10 Arson & B20 Property damage,"2,286"
2023,September,Male,18-44 years,B Property and deception offences,B30 Burglary/Break and enter,"2,659"
2023,September,Male,18-44 years,B Property and deception offences,B40 Theft,"14,397"
2023,September,Male,18-44 years,B Property and deception offences,B50 Deception,"1,445"
2023,September,Male,18-44 years,A Crimes against the person,A20 Assault and related offences,"4,299"
2023,September,Male,18-44 years,A Crimes against the person,A30 Sexual offences,163
2023,September,Male,18-44 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",553
2023,September,Male,18-44 years,A Crimes against the person,Other crimes against the person,519
2023,September,Male,18-44 years,B Property and deception offences,B10 Arson & B20 Property damage,"2,610"
2023,September,Male,18-44 years,B Property and deception offences,B30 Burglary/Break and enter,"3,133"
2023,September,Male,18-44 years,B Property and deception offences,B40 Theft,"11,832"
2023,September,Male,18-44 years,B Property and deception offences,B50 Deception,"1,230"
2023,September,Male,>45 years,A Crimes against the person,A20 Assault and related offences,"3,240"
2023,September,Male,>45 years,A Crimes against the person,A30 Sexual offences,124
2023,September,Male,>45 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",454
2023,September,Male,>45 years,A Crimes against the person,Other crimes against the person,387
2023,September,Male,>45 years,B Property and deception offences,B10 Arson & B20 Property damage,"2,325"
2023,September,Male,>45 years,B Property and deception offences,B30 Burglary/Break and enter,"2,598"
2023,September,Male,>45 years,B Property and deception offences,B40 Theft,"8,676"
2023,September,Male,>45 years,B Property and deception offences,B50 Deception,889
2023,September,Male,>45 years,A Crimes against the person,A20 Assault and related offences,"1,976"
2023,September,Male,>45 years,A Crimes against the person,A30 Sexual offences,87
2023,September,Male,>45 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",306
2023,September,Male,>45 years,A Crimes against the person,Other crimes against the person,204
2023,September,Male,>45 years,B Property and deception offences,B10 Arson & B20 Property damage,"1,893"
2023,September,Male,>45 years,B Property and deception offences,B30 Burglary/Break and enter,"2,104"
2023,September,Male,>45 years,B Property and deception offences,B40 Theft,"6,395"
2023,September,Male,>45 years,B Property and deception offences,B50 Deception,637
2023,September,Male,>45 years,A Crimes against the person,A20 Assault and related offences,845
2023,September,Male,>45 years,A Crimes against the person,A30 Sexual offences,15
2023,September,Male,>45 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",162
2023,September,Male,>45 years,A Crimes against the person,Other crimes against the person,112
2023,September,Male,>45 years,B Property and deception offences,B10 Arson & B20 Property damage,"1,057"
2023,September,Male,>45 years,B Property and deception offences,B30 Burglary/Break and enter,"1,446"
2023,September,Male,>45 years,B Property and deception offences,B40 Theft,"3,543"
2023,September,Male,>45 years,B Property and deception offences,B50 Deception,439
2023,September,Male,>45 years,A Crimes against the person,A20 Assault and related offences,322
2023,September,Male,>45 years,A Crimes against the person,A30 Sexual offences,7
2023,September,Male,>45 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",54
2023,September,Male,>45 years,A Crimes against the person,Other crimes against the person,39
2023,September,Male,>45 years,B Property and deception offences,B10 Arson & B20 Property damage,485
2023,September,Male,>45 years,B Property and deception offences,B30 Burglary/Break and enter,789
2023,September,Male,>45 years,B Property and deception offences,B40 Theft,"1,577"
2023,September,Male,>45 years,B Property and deception offences,B50 Deception,259
2022,September,Female,<18 years,A Crimes against the person,A20 Assault and related offences,"2,616"
2022,September,Female,<18 years,A Crimes against the person,A30 Sexual offences,"3,038"
2022,September,Female,<18 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",269
2022,September,Female,<18 years,A Crimes against the person,Other crimes against the person,267
2022,September,Female,<18 years,B Property and deception offences,B10 Arson & B20 Property damage,81
2022,September,Female,<18 years,B Property and deception offences,B30 Burglary/Break and enter,64
2022,September,Female,<18 years,B Property and deception offences,B40 Theft,408
2022,September,Female,<18 years,B Property and deception offences,B50 Deception,36
2022,September,Female,18-44 years,A Crimes against the person,A20 Assault and related offences,"3,320"
2022,September,Female,18-44 years,A Crimes against the person,A30 Sexual offences,"1,613"
2022,September,Female,18-44 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",657
2022,September,Female,18-44 years,A Crimes against the person,Other crimes against the person,362
2022,September,Female,18-44 years,B Property and deception offences,B10 Arson & B20 Property damage,"1,134"
2022,September,Female,18-44 years,B Property and deception offences,B30 Burglary/Break and enter,646
2022,September,Female,18-44 years,B Property and deception offences,B40 Theft,"3,631"
2022,September,Female,18-44 years,B Property and deception offences,B50 Deception,455
2022,September,Female,18-44 years,A Crimes against the person,A20 Assault and related offences,"5,909"
2022,September,Female,18-44 years,A Crimes against the person,A30 Sexual offences,"1,428"
2022,September,Female,18-44 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour","1,400"
2022,September,Female,18-44 years,A Crimes against the person,Other crimes against the person,551
2022,September,Female,18-44 years,B Property and deception offences,B10 Arson & B20 Property damage,"2,674"
2022,September,Female,18-44 years,B Property and deception offences,B30 Burglary/Break and enter,"1,842"
2022,September,Female,18-44 years,B Property and deception offences,B40 Theft,"8,062"
2022,September,Female,18-44 years,B Property and deception offences,B50 Deception,751
2022,September,Female,18-44 years,A Crimes against the person,A20 Assault and related offences,"4,708"
2022,September,Female,18-44 years,A Crimes against the person,A30 Sexual offences,852
2022,September,Female,18-44 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour","1,214"
2022,September,Female,18-44 years,A Crimes against the person,Other crimes against the person,317
2022,September,Female,18-44 years,B Property and deception offences,B10 Arson & B20 Property damage,"2,646"
2022,September,Female,18-44 years,B Property and deception offences,B30 Burglary/Break and enter,"1,727"
2022,September,Female,18-44 years,B Property and deception offences,B40 Theft,"6,175"
2022,September,Female,18-44 years,B Property and deception offences,B50 Deception,628
2022,September,Female,>45 years,A Crimes against the person,A20 Assault and related offences,"3,178"
2022,September,Female,>45 years,A Crimes against the person,A30 Sexual offences,487
2022,September,Female,>45 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",744
2022,September,Female,>45 years,A Crimes against the person,Other crimes against the person,237
2022,September,Female,>45 years,B Property and deception offences,B10 Arson & B20 Property damage,"2,404"
2022,September,Female,>45 years,B Property and deception offences,B30 Burglary/Break and enter,"1,560"
2022,September,Female,>45 years,B Property and deception offences,B40 Theft,"5,115"
2022,September,Female,>45 years,B Property and deception offences,B50 Deception,553
2022,September,Female,>45 years,A Crimes against the person,A20 Assault and related offences,"1,459"
2022,September,Female,>45 years,A Crimes against the person,A30 Sexual offences,191
2022,September,Female,>45 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",356
2022,September,Female,>45 years,A Crimes against the person,Other crimes against the person,97
2022,September,Female,>45 years,B Property and deception offences,B10 Arson & B20 Property damage,"1,534"
2022,September,Female,>45 years,B Property and deception offences,B30 Burglary/Break and enter,"1,195"
2022,September,Female,>45 years,B Property and deception offences,B40 Theft,"3,293"
2022,September,Female,>45 years,B Property and deception offences,B50 Deception,382
2022,September,Female,>45 years,A Crimes against the person,A20 Assault and related offences,551
2022,September,Female,>45 years,A Crimes against the person,A30 Sexual offences,59
2022,September,Female,>45 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",118
2022,September,Female,>45 years,A Crimes against the person,Other crimes against the person,42
2022,September,Female,>45 years,B Property and deception offences,B10 Arson & B20 Property damage,798
2022,September,Female,>45 years,B Property and deception offences,B30 Burglary/Break and enter,712
2022,September,Female,>45 years,B Property and deception offences,B40 Theft,"1,696"
2022,September,Female,>45 years,B Property and deception offences,B50 Deception,277
2022,September,Female,>45 years,A Crimes against the person,A20 Assault and related offences,308
2022,September,Female,>45 years,A Crimes against the person,A30 Sexual offences,53
2022,September,Female,>45 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",61
2022,September,Female,>45 years,A Crimes against the person,Other crimes against the person,34
2022,September,Female,>45 years,B Property and deception offences,B10 Arson & B20 Property damage,384
2022,September,Female,>45 years,B Property and deception offences,B30 Burglary/Break and enter,541
2022,September,Female,>45 years,B Property and deception offences,B40 Theft,974
2022,September,Female,>45 years,B Property and deception offences,B50 Deception,195
2022,September,Male,<18 years,A Crimes against the person,A20 Assault and related offences,"3,048"
2022,September,Male,<18 years,A Crimes against the person,A30 Sexual offences,546
2022,September,Male,<18 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",166
2022,September,Male,<18 years,A Crimes against the person,Other crimes against the person,912
2022,September,Male,<18 years,B Property and deception offences,B10 Arson & B20 Property damage,88
2022,September,Male,<18 years,B Property and deception offences,B30 Burglary/Break and enter,67
2022,September,Male,<18 years,B Property and deception offences,B40 Theft,"1,283"
2022,September,Male,<18 years,B Property and deception offences,B50 Deception,87
2022,September,Male,18-44 years,A Crimes against the person,A20 Assault and related offences,"3,013"
2022,September,Male,18-44 years,A Crimes against the person,A30 Sexual offences,193
2022,September,Male,18-44 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",280
2022,September,Male,18-44 years,A Crimes against the person,Other crimes against the person,689
2022,September,Male,18-44 years,B Property and deception offences,B10 Arson & B20 Property damage,946
2022,September,Male,18-44 years,B Property and deception offences,B30 Burglary/Break and enter,661
2022,September,Male,18-44 years,B Property and deception offences,B40 Theft,"6,004"
2022,September,Male,18-44 years,B Property and deception offences,B50 Deception,616
2022,September,Male,18-44 years,A Crimes against the person,A20 Assault and related offences,"5,258"
2022,September,Male,18-44 years,A Crimes against the person,A30 Sexual offences,180
2022,September,Male,18-44 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",499
2022,September,Male,18-44 years,A Crimes against the person,Other crimes against the person,675
2022,September,Male,18-44 years,B Property and deception offences,B10 Arson & B20 Property damage,"2,156"
2022,September,Male,18-44 years,B Property and deception offences,B30 Burglary/Break and enter,"2,438"
2022,September,Male,18-44 years,B Property and deception offences,B40 Theft,"13,128"
2022,September,Male,18-44 years,B Property and deception offences,B50 Deception,"1,181"
2022,September,Male,18-44 years,A Crimes against the person,A20 Assault and related offences,"4,106"
2022,September,Male,18-44 years,A Crimes against the person,A30 Sexual offences,126
2022,September,Male,18-44 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",524
2022,September,Male,18-44 years,A Crimes against the person,Other crimes against the person,482
2022,September,Male,18-44 years,B Property and deception offences,B10 Arson & B20 Property damage,"2,324"
2022,September,Male,18-44 years,B Property and deception offences,B30 Burglary/Break and enter,"2,564"
2022,September,Male,18-44 years,B Property and deception offences,B40 Theft,"10,136"
2022,September,Male,18-44 years,B Property and deception offences,B50 Deception,"1,048"
2022,September,Male,>45 years,A Crimes against the person,A20 Assault and related offences,"3,096"
2022,September,Male,>45 years,A Crimes against the person,A30 Sexual offences,127
2022,September,Male,>45 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",482
2022,September,Male,>45 years,A Crimes against the person,Other crimes against the person,339
2022,September,Male,>45 years,B Property and deception offences,B10 Arson & B20 Property damage,"2,257"
2022,September,Male,>45 years,B Property and deception offences,B30 Burglary/Break and enter,"2,081"
2022,September,Male,>45 years,B Property and deception offences,B40 Theft,"7,917"
2022,September,Male,>45 years,B Property and deception offences,B50 Deception,735
2022,September,Male,>45 years,A Crimes against the person,A20 Assault and related offences,"1,929"
2022,September,Male,>45 years,A Crimes against the person,A30 Sexual offences,77
2022,September,Male,>45 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",312
2022,September,Male,>45 years,A Crimes against the person,Other crimes against the person,203
2022,September,Male,>45 years,B Property and deception offences,B10 Arson & B20 Property damage,"1,776"
2022,September,Male,>45 years,B Property and deception offences,B30 Burglary/Break and enter,"1,714"
2022,September,Male,>45 years,B Property and deception offences,B40 Theft,"5,694"
2022,September,Male,>45 years,B Property and deception offences,B50 Deception,517
2022,September,Male,>45 years,A Crimes against the person,A20 Assault and related offences,752
2022,September,Male,>45 years,A Crimes against the person,A30 Sexual offences,20
2022,September,Male,>45 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",156
2022,September,Male,>45 years,A Crimes against the person,Other crimes against the person,100
2022,September,Male,>45 years,B Property and deception offences,B10 Arson & B20 Property damage,943
2022,September,Male,>45 years,B Property and deception offences,B30 Burglary/Break and enter,"1,184"
2022,September,Male,>45 years,B Property and deception offences,B40 Theft,"2,992"
2022,September,Male,>45 years,B Property and deception offences,B50 Deception,295
2022,September,Male,>45 years,A Crimes against the person,A20 Assault and related offences,319
2022,September,Male,>45 years,A Crimes against the person,A30 Sexual offences,8
2022,September,Male,>45 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",53
2022,September,Male,>45 years,A Crimes against the person,Other crimes against the person,41
2022,September,Male,>45 years,B Property and deception offences,B10 Arson & B20 Property damage,455
2022,September,Male,>45 years,B Property and deception offences,B30 Burglary/Break and enter,663
2022,September,Male,>45 years,B Property and deception offences,B40 Theft,"1,325"
2022,September,Male,>45 years,B Property and deception offences,B50 Deception,187
2021,September,Female,<18 years,A Crimes against the person,A20 Assault and related offences,"2,462"
2021,September,Female,<18 years,A Crimes against the person,A30 Sexual offences,"3,023"
2021,September,Female,<18 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",335
2021,September,Female,<18 years,A Crimes against the person,Other crimes against the person,262
2021,September,Female,<18 years,B Property and deception offences,B10 Arson & B20 Property damage,70
2021,September,Female,<18 years,B Property and deception offences,B30 Burglary/Break and enter,59
2021,September,Female,<18 years,B Property and deception offences,B40 Theft,377
2021,September,Female,<18 years,B Property and deception offences,B50 Deception,43
2021,September,Female,18-44 years,A Crimes against the person,A20 Assault and related offences,"3,373"
2021,September,Female,18-44 years,A Crimes against the person,A30 Sexual offences,"1,607"
2021,September,Female,18-44 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",771
2021,September,Female,18-44 years,A Crimes against the person,Other crimes against the person,371
2021,September,Female,18-44 years,B Property and deception offences,B10 Arson & B20 Property damage,"1,297"
2021,September,Female,18-44 years,B Property and deception offences,B30 Burglary/Break and enter,708
2021,September,Female,18-44 years,B Property and deception offences,B40 Theft,"3,509"
2021,September,Female,18-44 years,B Property and deception offences,B50 Deception,543
2021,September,Female,18-44 years,A Crimes against the person,A20 Assault and related offences,"5,982"
2021,September,Female,18-44 years,A Crimes against the person,A30 Sexual offences,"1,390"
2021,September,Female,18-44 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour","1,521"
2021,September,Female,18-44 years,A Crimes against the person,Other crimes against the person,495
2021,September,Female,18-44 years,B Property and deception offences,B10 Arson & B20 Property damage,"2,774"
2021,September,Female,18-44 years,B Property and deception offences,B30 Burglary/Break and enter,"1,984"
2021,September,Female,18-44 years,B Property and deception offences,B40 Theft,"7,976"
2021,September,Female,18-44 years,B Property and deception offences,B50 Deception,975
2021,September,Female,18-44 years,A Crimes against the person,A20 Assault and related offences,"4,702"
2021,September,Female,18-44 years,A Crimes against the person,A30 Sexual offences,910
2021,September,Female,18-44 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour","1,204"
2021,September,Female,18-44 years,A Crimes against the person,Other crimes against the person,329
2021,September,Female,18-44 years,B Property and deception offences,B10 Arson & B20 Property damage,"2,639"
2021,September,Female,18-44 years,B Property and deception offences,B30 Burglary/Break and enter,"1,823"
2021,September,Female,18-44 years,B Property and deception offences,B40 Theft,"6,144"
2021,September,Female,18-44 years,B Property and deception offences,B50 Deception,704
2021,September,Female,>45 years,A Crimes against the person,A20 Assault and related offences,"3,208"
2021,September,Female,>45 years,A Crimes against the person,A30 Sexual offences,548
2021,September,Female,>45 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",805
2021,September,Female,>45 years,A Crimes against the person,Other crimes against the person,215
2021,September,Female,>45 years,B Property and deception offences,B10 Arson & B20 Property damage,"2,629"
2021,September,Female,>45 years,B Property and deception offences,B30 Burglary/Break and enter,"1,553"
2021,September,Female,>45 years,B Property and deception offences,B40 Theft,"5,307"
2021,September,Female,>45 years,B Property and deception offences,B50 Deception,528
2021,September,Female,>45 years,A Crimes against the person,A20 Assault and related offences,"1,425"
2021,September,Female,>45 years,A Crimes against the person,A30 Sexual offences,236
2021,September,Female,>45 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",359
2021,September,Female,>45 years,A Crimes against the person,Other crimes against the person,101
2021,September,Female,>45 years,B Property and deception offences,B10 Arson & B20 Property damage,"1,592"
2021,September,Female,>45 years,B Property and deception offences,B30 Burglary/Break and enter,"1,154"
2021,September,Female,>45 years,B Property and deception offences,B40 Theft,"3,279"
2021,September,Female,>45 years,B Property and deception offences,B50 Deception,393
2021,September,Female,>45 years,A Crimes against the person,A20 Assault and related offences,524
2021,September,Female,>45 years,A Crimes against the person,A30 Sexual offences,66
2021,September,Female,>45 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",138
2021,September,Female,>45 years,A Crimes against the person,Other crimes against the person,59
2021,September,Female,>45 years,B Property and deception offences,B10 Arson & B20 Property damage,715
2021,September,Female,>45 years,B Property and deception offences,B30 Burglary/Break and enter,683
2021,September,Female,>45 years,B Property and deception offences,B40 Theft,"1,715"
2021,September,Female,>45 years,B Property and deception offences,B50 Deception,282
2021,September,Female,>45 years,A Crimes against the person,A20 Assault and related offences,308
2021,September,Female,>45 years,A Crimes against the person,A30 Sexual offences,67
2021,September,Female,>45 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",65
2021,September,Female,>45 years,A Crimes against the person,Other crimes against the person,38
2021,September,Female,>45 years,B Property and deception offences,B10 Arson & B20 Property damage,372
2021,September,Female,>45 years,B Property and deception offences,B30 Burglary/Break and enter,493
2021,September,Female,>45 years,B Property and deception offences,B40 Theft,979
2021,September,Female,>45 years,B Property and deception offences,B50 Deception,189
2021,September,Male,<18 years,A Crimes against the person,A20 Assault and related offences,"2,946"
2021,September,Male,<18 years,A Crimes against the person,A30 Sexual offences,540
2021,September,Male,<18 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",192
2021,September,Male,<18 years,A Crimes against the person,Other crimes against the person,733
2021,September,Male,<18 years,B Property and deception offences,B10 Arson & B20 Property damage,72
2021,September,Male,<18 years,B Property and deception offences,B30 Burglary/Break and enter,60
2021,September,Male,<18 years,B Property and deception offences,B40 Theft,"1,144"
2021,September,Male,<18 years,B Property and deception offences,B50 Deception,77
2021,September,Male,18-44 years,A Crimes against the person,A20 Assault and related offences,"2,976"
2021,September,Male,18-44 years,A Crimes against the person,A30 Sexual offences,143
2021,September,Male,18-44 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",319
2021,September,Male,18-44 years,A Crimes against the person,Other crimes against the person,657
2021,September,Male,18-44 years,B Property and deception offences,B10 Arson & B20 Property damage,"1,040"
2021,September,Male,18-44 years,B Property and deception offences,B30 Burglary/Break and enter,682
2021,September,Male,18-44 years,B Property and deception offences,B40 Theft,"5,802"
2021,September,Male,18-44 years,B Property and deception offences,B50 Deception,729
2021,September,Male,18-44 years,A Crimes against the person,A20 Assault and related offences,"5,324"
2021,September,Male,18-44 years,A Crimes against the person,A30 Sexual offences,185
2021,September,Male,18-44 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",567
2021,September,Male,18-44 years,A Crimes against the person,Other crimes against the person,784
2021,September,Male,18-44 years,B Property and deception offences,B10 Arson & B20 Property damage,"2,333"
2021,September,Male,18-44 years,B Property and deception offences,B30 Burglary/Break and enter,"2,541"
2021,September,Male,18-44 years,B Property and deception offences,B40 Theft,"13,481"
2021,September,Male,18-44 years,B Property and deception offences,B50 Deception,"1,482"
2021,September,Male,18-44 years,A Crimes against the person,A20 Assault and related offences,"3,939"
2021,September,Male,18-44 years,A Crimes against the person,A30 Sexual offences,136
2021,September,Male,18-44 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",509
2021,September,Male,18-44 years,A Crimes against the person,Other crimes against the person,489
2021,September,Male,18-44 years,B Property and deception offences,B10 Arson & B20 Property damage,"2,392"
2021,September,Male,18-44 years,B Property and deception offences,B30 Burglary/Break and enter,"2,626"
2021,September,Male,18-44 years,B Property and deception offences,B40 Theft,"10,293"
2021,September,Male,18-44 years,B Property and deception offences,B50 Deception,"1,089"
2021,September,Male,>45 years,A Crimes against the person,A20 Assault and related offences,"3,189"
2021,September,Male,>45 years,A Crimes against the person,A30 Sexual offences,116
2021,September,Male,>45 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",556
2021,September,Male,>45 years,A Crimes against the person,Other crimes against the person,366
2021,September,Male,>45 years,B Property and deception offences,B10 Arson & B20 Property damage,"2,333"
2021,September,Male,>45 years,B Property and deception offences,B30 Burglary/Break and enter,"2,161"
2021,September,Male,>45 years,B Property and deception offences,B40 Theft,"8,037"
2021,September,Male,>45 years,B Property and deception offences,B50 Deception,768
2021,September,Male,>45 years,A Crimes against the person,A20 Assault and related offences,"1,789"
2021,September,Male,>45 years,A Crimes against the person,A30 Sexual offences,78
2021,September,Male,>45 years,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",345
2021,September,Male,>45 years,A Crimes against the person,Other crimes against the person,200
2021,September,Male,>45 years,B Property and deception offences,B10 Arson & B20 Property damage,"1,807"
2021,September,Male,>45 years,B Property and deception offences,B30 Burglary/Break and enter,"1,705"
2021,September,Male,>45 years,B Property and deception offences,B40 Theft,"5,666"
2021,September,Male,>45 years,B Property and deception offences,B50 Deception,559
2021,September,Male,>45 years,A Crimes against the person,A20 Assault and related offences,719
